Gene Ensembl ID,2020 Gene Name,2024 Gene Name,2020 Gene Type,2024 Gene Type
ENSMUSG00000002221,Paxip1,Paxip1,protein_coding,protein_coding
ENSMUSG00000002222,Rmnd5a,Rmnd5a,protein_coding,protein_coding
ENSMUSG00000002227,Mov10,Mov10,protein_coding,protein_coding
ENSMUSG00000002228,Ppm1j,Ppm1j,protein_coding,protein_coding
ENSMUSG00000002233,Rhoc,Rhoc,protein_coding,protein_coding
ENSMUSG00000002240,Prr27,Prr27,protein_coding,protein_coding
ENSMUSG00000002249,Tead3,Tead3,protein_coding,protein_coding
ENSMUSG00000002250,Ppard,Ppard,protein_coding,protein_coding
ENSMUSG00000002257,Def6,Def6,protein_coding,protein_coding
ENSMUSG00000002265,Peg3,Peg3,protein_coding,protein_coding
ENSMUSG00000002266,Zim1,Zim1,protein_coding,protein_coding
ENSMUSG00000002274,Metrn,Metrn,protein_coding,protein_coding
ENSMUSG00000002279,Lmf1,Lmf1,protein_coding,protein_coding
ENSMUSG00000002280,Ciao3,Ciao3,protein_coding,protein_coding
ENSMUSG00000002289,Angptl4,Angptl4,protein_coding,protein_coding
ENSMUSG00000002297,Dbf4,Dbf4,protein_coding,protein_coding
ENSMUSG00000002307,Daxx,Daxx,protein_coding,protein_coding
ENSMUSG00000002308,Cd320,Cd320,protein_coding,protein_coding
ENSMUSG00000002319,Ipo4,Ipo4,protein_coding,protein_coding
ENSMUSG00000002320,Tm9sf1,Tm9sf1,protein_coding,protein_coding
ENSMUSG00000002324,Rec8,Rec8,protein_coding,protein_coding
ENSMUSG00000002325,Irf9,Irf9,protein_coding,protein_coding
ENSMUSG00000002326,Gmpr2,Gmpr2,protein_coding,protein_coding
ENSMUSG00000002329,Mdp1,Mdp1,protein_coding,protein_coding
ENSMUSG00000002332,Dhrs1,Dhrs1,protein_coding,protein_coding
ENSMUSG00000002341,Ncan,Ncan,protein_coding,protein_coding
ENSMUSG00000002342,Tmem161a,Tmem161a,protein_coding,protein_coding
ENSMUSG00000002343,Armc6,Armc6,protein_coding,protein_coding
ENSMUSG00000002345,Borcs8,Borcs8,protein_coding,protein_coding
ENSMUSG00000002346,Slc25a42,Slc25a42,protein_coding,protein_coding
ENSMUSG00000002365,Snx9,Snx9,protein_coding,protein_coding
ENSMUSG00000002372,Ranbp3,Ranbp3,protein_coding,protein_coding
ENSMUSG00000002379,Ndufa11,Ndufa11,protein_coding,protein_coding
ENSMUSG00000002384,Bmp8b,Bmp8b,protein_coding,protein_coding
ENSMUSG00000002393,Nr2f6,Nr2f6,protein_coding,protein_coding
ENSMUSG00000002395,Use1,Use1,protein_coding,protein_coding
ENSMUSG00000002396,Ocel1,Ocel1,protein_coding,protein_coding
ENSMUSG00000002409,Dyrk1b,Dyrk1b,protein_coding,protein_coding
ENSMUSG00000002413,Braf,Braf,protein_coding,protein_coding
ENSMUSG00000002416,Ndufb2,Ndufb2,protein_coding,protein_coding
ENSMUSG00000002428,Hltf,Hltf,protein_coding,protein_coding
ENSMUSG00000002455,Prpf6,Prpf6,protein_coding,protein_coding
ENSMUSG00000002458,Rgs19,Rgs19,protein_coding,protein_coding
ENSMUSG00000002459,Rgs20,Rgs20,protein_coding,protein_coding
ENSMUSG00000002475,Abhd3,Abhd3,protein_coding,protein_coding
ENSMUSG00000002477,Snrpd1,Snrpd1,protein_coding,protein_coding
ENSMUSG00000002486,Tchp,Tchp,protein_coding,protein_coding
ENSMUSG00000002489,Tiam1,Tiam1,protein_coding,protein_coding
ENSMUSG00000002496,Tsc2,Tsc2,protein_coding,protein_coding
ENSMUSG00000002500,Rpl3l,Rpl3l,protein_coding,protein_coding
ENSMUSG00000002504,Slc9a3r2,Nherf2,protein_coding,protein_coding
ENSMUSG00000002524,Puf60,Puf60,protein_coding,protein_coding
ENSMUSG00000002546,Golga2,Golga2,protein_coding,protein_coding
ENSMUSG00000002550,Uck1,Uck1,protein_coding,protein_coding
ENSMUSG00000002565,Scin,Scin,protein_coding,protein_coding
ENSMUSG00000002578,Ikzf4,Ikzf4,protein_coding,protein_coding
ENSMUSG00000002580,Mien1,Mien1,protein_coding,protein_coding
ENSMUSG00000002588,Pon1,Pon1,protein_coding,protein_coding
ENSMUSG00000002602,Axl,Axl,protein_coding,protein_coding
ENSMUSG00000002603,Tgfb1,Tgfb1,protein_coding,protein_coding
ENSMUSG00000002608,Ccdc97,Ccdc97,protein_coding,protein_coding
ENSMUSG00000002617,Zfp40,Zfp40,protein_coding,protein_coding
ENSMUSG00000002625,Akap8l,Akap8l,protein_coding,protein_coding
ENSMUSG00000002633,Shh,Shh,protein_coding,protein_coding
ENSMUSG00000002635,Pdcd2l,Pdcd2l,protein_coding,protein_coding
ENSMUSG00000002658,Gtf2f1,Gtf2f1,protein_coding,protein_coding
ENSMUSG00000002660,Clpp,Clpp,protein_coding,protein_coding
ENSMUSG00000002661,Alkbh7,Alkbh7,protein_coding,protein_coding
ENSMUSG00000002664,Pspn,Pspn,protein_coding,protein_coding
ENSMUSG00000002668,Dennd1c,Dennd1c,protein_coding,protein_coding
ENSMUSG00000002679,Med6,Med6,protein_coding,protein_coding
ENSMUSG00000002688,Prkd1,Prkd1,protein_coding,protein_coding
ENSMUSG00000002699,Lcp2,Lcp2,protein_coding,protein_coding
ENSMUSG00000002718,Cse1l,Cse1l,protein_coding,protein_coding
ENSMUSG00000002728,Naa20,Naa20,protein_coding,protein_coding
ENSMUSG00000002731,Prkra,Prkra,protein_coding,protein_coding
ENSMUSG00000002732,Fkbp7,Fkbp7,protein_coding,protein_coding
ENSMUSG00000002733,Plekha3,Plekha3,protein_coding,protein_coding
ENSMUSG00000002741,Ykt6,Ykt6,protein_coding,protein_coding
ENSMUSG00000002748,Baz1b,Baz1b,protein_coding,protein_coding
ENSMUSG00000002763,Pex6,Pex6,protein_coding,protein_coding
ENSMUSG00000002767,Mrpl2,Mrpl2,protein_coding,protein_coding
ENSMUSG00000002768,Mea1,Mea1,protein_coding,protein_coding
ENSMUSG00000002769,Gnmt,Gnmt,protein_coding,protein_coding
ENSMUSG00000002771,Grin2d,Grin2d,protein_coding,protein_coding
ENSMUSG00000002778,Kdelr1,Kdelr1,protein_coding,protein_coding
ENSMUSG00000002781,Tmem143,Tmem143,protein_coding,protein_coding
ENSMUSG00000002797,Ggct,Ggct,protein_coding,protein_coding
ENSMUSG00000002799,Jag2,Jag2,protein_coding,protein_coding
ENSMUSG00000002803,Btbd6,Btbd6,protein_coding,protein_coding
ENSMUSG00000002804,Nudt14,Nudt14,protein_coding,protein_coding
ENSMUSG00000002808,Epdr1,Epdr1,protein_coding,protein_coding
ENSMUSG00000002812,Flii,Flii,protein_coding,protein_coding
ENSMUSG00000002814,Top3a,Top3a,protein_coding,protein_coding
ENSMUSG00000002820,Atg4d,Atg4d,protein_coding,protein_coding
ENSMUSG00000002825,Qtrt1,Qtrt1,protein_coding,protein_coding
ENSMUSG00000002831,Plin4,Plin4,protein_coding,protein_coding
ENSMUSG00000002833,Hdgfl2,Hdgfl2,protein_coding,protein_coding
ENSMUSG00000002835,Chaf1a,Chaf1a,protein_coding,protein_coding
ENSMUSG00000002844,Adprh,Adprh,protein_coding,protein_coding
ENSMUSG00000002845,Tmem39a,Tmem39a,protein_coding,protein_coding
ENSMUSG00000002846,Timmdc1,Timmdc1,protein_coding,protein_coding
ENSMUSG00000002847,Pla1a,Pla1a,protein_coding,protein_coding
ENSMUSG00000002870,Mcm2,Mcm2,protein_coding,protein_coding
ENSMUSG00000002871,Tpra1,Tpra1,protein_coding,protein_coding
ENSMUSG00000002881,Nab1,Nab1,protein_coding,protein_coding
ENSMUSG00000002885,Adgre5,Adgre5,protein_coding,protein_coding
ENSMUSG00000002897,Il17ra,Il17ra,protein_coding,protein_coding
ENSMUSG00000002900,Lamb1,Lamb1,protein_coding,protein_coding
ENSMUSG00000002908,Kcnn1,Kcnn1,protein_coding,protein_coding
ENSMUSG00000002910,Arrdc2,Arrdc2,protein_coding,protein_coding
ENSMUSG00000002930,Ppp1r17,Ppp1r17,protein_coding,protein_coding
ENSMUSG00000002944,Cd36,Cd36,protein_coding,protein_coding
ENSMUSG00000002948,Map2k7,Map2k7,protein_coding,protein_coding
ENSMUSG00000002949,Timm44,Timm44,protein_coding,protein_coding
ENSMUSG00000002957,Ap2a2,Ap2a2,protein_coding,protein_coding
ENSMUSG00000002963,Pnkp,Pnkp,protein_coding,protein_coding
ENSMUSG00000002968,Med25,Med25,protein_coding,protein_coding
ENSMUSG00000002980,Bcam,Bcam,protein_coding,protein_coding
ENSMUSG00000002981,Clptm1,Clptm1,protein_coding,protein_coding
ENSMUSG00000002983,Relb,Relb,protein_coding,protein_coding
ENSMUSG00000002984,Tomm40,Tomm40,protein_coding,protein_coding
ENSMUSG00000002985,Apoe,Apoe,protein_coding,protein_coding
ENSMUSG00000002992,Apoc2,Apoc2,protein_coding,protein_coding
ENSMUSG00000002996,Hbp1,Hbp1,protein_coding,protein_coding
ENSMUSG00000002997,Prkar2b,Prkar2b,protein_coding,protein_coding
ENSMUSG00000003031,Cdkn1b,Cdkn1b,protein_coding,protein_coding
ENSMUSG00000003032,Klf4,Klf4,protein_coding,protein_coding
ENSMUSG00000003033,Ap1m1,Ap1m1,protein_coding,protein_coding
ENSMUSG00000003037,Rab8a,Rab8a,protein_coding,protein_coding
ENSMUSG00000003038,Hmgn2,Hmgn2,protein_coding,protein_coding
ENSMUSG00000003039,Fam32a,Fam32a,protein_coding,protein_coding
ENSMUSG00000003051,Elf3,Elf3,protein_coding,protein_coding
ENSMUSG00000003053,Cyp2c29,Cyp2c29,protein_coding,protein_coding
ENSMUSG00000003062,Stard3nl,Stard3nl,protein_coding,protein_coding
ENSMUSG00000003068,Stk11,Stk11,protein_coding,protein_coding
ENSMUSG00000003070,Efna2,Efna2,protein_coding,protein_coding
ENSMUSG00000003072,Atp5d,Atp5d,protein_coding,protein_coding
ENSMUSG00000003099,Ppp5c,Ppp5c,protein_coding,protein_coding
ENSMUSG00000003119,Cdk12,Cdk12,protein_coding,protein_coding
ENSMUSG00000003123,Lipe,Lipe,protein_coding,protein_coding
ENSMUSG00000003131,Pafah1b2,Pafah1b2,protein_coding,protein_coding
ENSMUSG00000003134,Tbc1d8,Tbc1d8,protein_coding,protein_coding
ENSMUSG00000003135,Cnot11,Cnot11,protein_coding,protein_coding
ENSMUSG00000003153,Slc2a3,Slc2a3,protein_coding,protein_coding
ENSMUSG00000003154,Foxj2,Foxj2,protein_coding,protein_coding
ENSMUSG00000003161,Sri,Sri,protein_coding,protein_coding
ENSMUSG00000003166,Dgcr2,Dgcr2,protein_coding,protein_coding
ENSMUSG00000003184,Irf3,Irf3,protein_coding,protein_coding
ENSMUSG00000003190,Bcl2l12,Bcl2l12,protein_coding,protein_coding
ENSMUSG00000003198,Zfp959,Zfp959,protein_coding,protein_coding
ENSMUSG00000003199,Mpnd,Mpnd,protein_coding,protein_coding
ENSMUSG00000003200,Sh3gl1,Sh3gl1,protein_coding,protein_coding
ENSMUSG00000003206,Ebi3,Ebi3,protein_coding,protein_coding
ENSMUSG00000003208,Yju2,Yju2,protein_coding,protein_coding
ENSMUSG00000003226,Ranbp2,Ranbp2,protein_coding,protein_coding
ENSMUSG00000003227,Edar,Edar,protein_coding,protein_coding
ENSMUSG00000003228,Grk5,Grk5,protein_coding,protein_coding
ENSMUSG00000003233,Dvl3,Dvl3,protein_coding,protein_coding
ENSMUSG00000003234,Abcf3,Abcf3,protein_coding,protein_coding
ENSMUSG00000003235,Eif2b5,Eif2b5,protein_coding,protein_coding
ENSMUSG00000003269,Cyth2,Cyth2,protein_coding,protein_coding
ENSMUSG00000003271,Sult2b1,Sult2b1,protein_coding,protein_coding
ENSMUSG00000003273,Car11,Car11,protein_coding,protein_coding
ENSMUSG00000003279,Dlgap1,Dlgap1,protein_coding,protein_coding
ENSMUSG00000003282,Plag1,Plag1,protein_coding,protein_coding
ENSMUSG00000003283,Hck,Hck,protein_coding,protein_coding
ENSMUSG00000003299,Mrpl4,Mrpl4,protein_coding,protein_coding
ENSMUSG00000003308,Keap1,Keap1,protein_coding,protein_coding
ENSMUSG00000003309,Ap1m2,Ap1m2,protein_coding,protein_coding
ENSMUSG00000003316,Glg1,Glg1,protein_coding,protein_coding
ENSMUSG00000003341,Atp8b3,Atp8b3,protein_coding,protein_coding
ENSMUSG00000003344,Btbd2,Btbd2,protein_coding,protein_coding
ENSMUSG00000003345,Csnk1g2,Csnk1g2,protein_coding,protein_coding
ENSMUSG00000003346,Abhd17a,Abhd17a,protein_coding,protein_coding
ENSMUSG00000003348,Mob3a,Mob3a,protein_coding,protein_coding
ENSMUSG00000003352,Cacnb3,Cacnb3,protein_coding,protein_coding
ENSMUSG00000003354,Ccdc65,Ccdc65,protein_coding,protein_coding
ENSMUSG00000003355,Fkbp11,Fkbp11,protein_coding,protein_coding
ENSMUSG00000003360,Ddx23,Ddx23,protein_coding,protein_coding
ENSMUSG00000003363,Pld3,Pld3,protein_coding,protein_coding
ENSMUSG00000003378,Grik5,Grik5,protein_coding,protein_coding
ENSMUSG00000003379,Cd79a,Cd79a,protein_coding,protein_coding
ENSMUSG00000003380,Rabac1,Rabac1,protein_coding,protein_coding
ENSMUSG00000003382,Etv3,Etv3,protein_coding,protein_coding
ENSMUSG00000003402,Prkcsh,Prkcsh,protein_coding,protein_coding
ENSMUSG00000003410,Elavl3,Elavl3,protein_coding,protein_coding
ENSMUSG00000003411,Rab3b,Rab3b,protein_coding,protein_coding
ENSMUSG00000003418,St8sia6,St8sia6,protein_coding,protein_coding
ENSMUSG00000003420,Fcgrt,Fcgrt,protein_coding,protein_coding
ENSMUSG00000003421,Nosip,Nosip,protein_coding,protein_coding
ENSMUSG00000003423,Pih1d1,Pih1d1,protein_coding,protein_coding
ENSMUSG00000003429,Rps11,Rps11,protein_coding,protein_coding
ENSMUSG00000003435,Supt5,Supt5,protein_coding,protein_coding
ENSMUSG00000003436,Dll3,Dll3,protein_coding,protein_coding
ENSMUSG00000003437,Paf1,Paf1,protein_coding,protein_coding
ENSMUSG00000003438,Timm50,Timm50,protein_coding,protein_coding
ENSMUSG00000003444,Med29,Med29,protein_coding,protein_coding
ENSMUSG00000003452,Bicd1,Bicd1,protein_coding,protein_coding
ENSMUSG00000003458,Ncstn,Ncstn,protein_coding,protein_coding
ENSMUSG00000003464,Pex19,Pex19,protein_coding,protein_coding
ENSMUSG00000003469,Phyhip,Phyhip,protein_coding,protein_coding
ENSMUSG00000003476,Crhr2,Crhr2,protein_coding,protein_coding
ENSMUSG00000003477,Inmt,Inmt,protein_coding,protein_coding
ENSMUSG00000003484,Cyp4f18,Cyp4f18,protein_coding,protein_coding
ENSMUSG00000003500,Impdh1,Impdh1,protein_coding,protein_coding
ENSMUSG00000003505,Psg18,Psg18,protein_coding,protein_coding
ENSMUSG00000003518,Dusp3,Dusp3,protein_coding,protein_coding
ENSMUSG00000003526,Prodh,Prodh,protein_coding,protein_coding
ENSMUSG00000003527,Ess2,Ess2,protein_coding,protein_coding
ENSMUSG00000003528,Slc25a1,Slc25a1,protein_coding,protein_coding
ENSMUSG00000003531,Dgcr6,Dgcr6,protein_coding,protein_coding
ENSMUSG00000003534,Ddr1,Ddr1,protein_coding,protein_coding
ENSMUSG00000003541,Ier3,Ier3,protein_coding,protein_coding
ENSMUSG00000003545,Fosb,Fosb,protein_coding,protein_coding
ENSMUSG00000003546,Klc4,Klc4,protein_coding,protein_coding
ENSMUSG00000003549,Ercc1,Ercc1,protein_coding,protein_coding
ENSMUSG00000003555,Cyp17a1,Cyp17a1,protein_coding,protein_coding
ENSMUSG00000003559,As3mt,As3mt,protein_coding,protein_coding
ENSMUSG00000003573,Homer3,Homer3,protein_coding,protein_coding
ENSMUSG00000003575,Crtc1,Crtc1,protein_coding,protein_coding
ENSMUSG00000003581,Rnf215,Rnf215,protein_coding,protein_coding
ENSMUSG00000003585,Sec14l2,Sec14l2,protein_coding,protein_coding
ENSMUSG00000003604,Aven,Aven,protein_coding,protein_coding
ENSMUSG00000003617,Cp,Cp,protein_coding,protein_coding
ENSMUSG00000003623,Crot,Crot,protein_coding,protein_coding
ENSMUSG00000003644,Rps6ka1,Rps6ka1,protein_coding,protein_coding
ENSMUSG00000003657,Calb2,Calb2,protein_coding,protein_coding
ENSMUSG00000003660,Snrnp200,Snrnp200,protein_coding,protein_coding
ENSMUSG00000003662,Ciao1,Ciao1,protein_coding,protein_coding
ENSMUSG00000003665,Has1,Has1,protein_coding,protein_coding
ENSMUSG00000003680,Taf6l,Taf6l,protein_coding,protein_coding
ENSMUSG00000003721,Insig2,Insig2,protein_coding,protein_coding
ENSMUSG00000003731,Kpna6,Kpna6,protein_coding,protein_coding
ENSMUSG00000003746,Man1a,Man1a,protein_coding,protein_coding
ENSMUSG00000003752,Itpkc,Itpkc,protein_coding,protein_coding
ENSMUSG00000003762,Coq8b,Coq8b,protein_coding,protein_coding
ENSMUSG00000003778,Brd8,Brd8,protein_coding,protein_coding
ENSMUSG00000003779,Kif20a,Kif20a,protein_coding,protein_coding
ENSMUSG00000003808,Farsa,Farsa,protein_coding,protein_coding
ENSMUSG00000003809,Gcdh,Gcdh,protein_coding,protein_coding
ENSMUSG00000003810,Mast2,Mast2,protein_coding,protein_coding
ENSMUSG00000003812,Dnase2a,Dnase2a,protein_coding,protein_coding
ENSMUSG00000003813,Rad23a,Rad23a,protein_coding,protein_coding
ENSMUSG00000003814,Calr,Calr,protein_coding,protein_coding
ENSMUSG00000003824,Syce2,Syce2,protein_coding,protein_coding
ENSMUSG00000003847,Nfat5,Nfat5,protein_coding,protein_coding
ENSMUSG00000003848,Nob1,Nob1,protein_coding,protein_coding
ENSMUSG00000003849,Nqo1,Nqo1,protein_coding,protein_coding
ENSMUSG00000003863,Ppfia3,Ppfia3,protein_coding,protein_coding
ENSMUSG00000003865,Gys1,Gys1,protein_coding,protein_coding
ENSMUSG00000003868,Ruvbl2,Ruvbl2,protein_coding,protein_coding
ENSMUSG00000003872,Lin7b,Lin7b,protein_coding,protein_coding
ENSMUSG00000003873,Bax,Bax,protein_coding,protein_coding
ENSMUSG00000003882,Il7r,Il7r,protein_coding,protein_coding
ENSMUSG00000003923,Tfam,Tfam,protein_coding,protein_coding
ENSMUSG00000003929,Zfp81,Zfp81,protein_coding,protein_coding
ENSMUSG00000003934,Efnb3,Efnb3,protein_coding,protein_coding
ENSMUSG00000003948,Mmd,Mmd,protein_coding,protein_coding
ENSMUSG00000003949,Hlf,Hlf,protein_coding,protein_coding
ENSMUSG00000003955,Fam162a,Fam162a,protein_coding,protein_coding
ENSMUSG00000003970,Rpl8,Rpl8,protein_coding,protein_coding
ENSMUSG00000003974,Grm3,Grm3,protein_coding,protein_coding
ENSMUSG00000003992,Ssbp2,Ssbp2,protein_coding,protein_coding
ENSMUSG00000004018,Fancl,Fancl,protein_coding,protein_coding
ENSMUSG00000004031,Brinp2,Brinp2,protein_coding,protein_coding
ENSMUSG00000004032,Gstm5,Gstm5,protein_coding,protein_coding
ENSMUSG00000004035,Gstm7,Gstm7,protein_coding,protein_coding
ENSMUSG00000004038,Gstm3,Gstm3,protein_coding,protein_coding
ENSMUSG00000004040,Stat3,Stat3,protein_coding,protein_coding
ENSMUSG00000004043,Stat5a,Stat5a,protein_coding,protein_coding
ENSMUSG00000004044,Cavin1,Cavin1,protein_coding,protein_coding
ENSMUSG00000004054,Map3k11,Map3k11,protein_coding,protein_coding
ENSMUSG00000004056,Akt2,Akt2,protein_coding,protein_coding
ENSMUSG00000004069,Dnaja3,Dnaja3,protein_coding,protein_coding
ENSMUSG00000004070,Hmox2,Hmox2,protein_coding,protein_coding
ENSMUSG00000004071,Cdip1,Cdip1,protein_coding,protein_coding
ENSMUSG00000004085,Map3k20,Map3k20,protein_coding,protein_coding
ENSMUSG00000004096,Cwc15,Cwc15,protein_coding,protein_coding
ENSMUSG00000004098,Col5a3,Col5a3,protein_coding,protein_coding
ENSMUSG00000004099,Dnmt1,Dnmt1,protein_coding,protein_coding
ENSMUSG00000004100,Ppan,Ppan,protein_coding,protein_coding
ENSMUSG00000004105,Angptl2,Angptl2,protein_coding,protein_coding
ENSMUSG00000004110,Cacna1e,Cacna1e,protein_coding,protein_coding
ENSMUSG00000004113,Cacna1b,Cacna1b,protein_coding,protein_coding
ENSMUSG00000004127,Trmt10a,Trmt10a,protein_coding,protein_coding
ENSMUSG00000004151,Etv1,Etv1,protein_coding,protein_coding
ENSMUSG00000004187,Kifc2,Kifc2,protein_coding,protein_coding
ENSMUSG00000004207,Psap,Psap,protein_coding,protein_coding
ENSMUSG00000004221,Ikbkg,Ikbkg,protein_coding,protein_coding
ENSMUSG00000004231,Pax2,Pax2,protein_coding,protein_coding
ENSMUSG00000004233,Wars2,Wars2,protein_coding,protein_coding
ENSMUSG00000004263,Atn1,Atn1,protein_coding,protein_coding
ENSMUSG00000004264,Phb2,Phb2,protein_coding,protein_coding
ENSMUSG00000004266,Ptpn6,Ptpn6,protein_coding,protein_coding
ENSMUSG00000004267,Eno2,Eno2,protein_coding,protein_coding
ENSMUSG00000004268,Emg1,Emg1,protein_coding,protein_coding
ENSMUSG00000004270,Lpcat3,Lpcat3,protein_coding,protein_coding
ENSMUSG00000004285,Atp6v1f,Atp6v1f,protein_coding,protein_coding
ENSMUSG00000004296,Il12b,Il12b,protein_coding,protein_coding
ENSMUSG00000004317,Clcn5,Clcn5,protein_coding,protein_coding
ENSMUSG00000004319,Clcn3,Clcn3,protein_coding,protein_coding
ENSMUSG00000004328,Hif3a,Hif3a,protein_coding,protein_coding
ENSMUSG00000004341,Gpx6,Gpx6,protein_coding,protein_coding
ENSMUSG00000004344,Gpx5,Gpx5,protein_coding,protein_coding
ENSMUSG00000004347,Pde1c,Pde1c,protein_coding,protein_coding
ENSMUSG00000004356,Utp20,Utp20,protein_coding,protein_coding
ENSMUSG00000004359,Spic,Spic,protein_coding,protein_coding
ENSMUSG00000004360,9330159F19Rik,9330159F19Rik,protein_coding,protein_coding
ENSMUSG00000004364,Cul3,Cul3,protein_coding,protein_coding
ENSMUSG00000004366,Sst,Sst,protein_coding,protein_coding
ENSMUSG00000004371,Il11,Il11,protein_coding,protein_coding
ENSMUSG00000004383,Large1,Large1,protein_coding,protein_coding
ENSMUSG00000004393,Ddx56,Ddx56,protein_coding,protein_coding
ENSMUSG00000004394,Tmed4,Tmed4,protein_coding,protein_coding
ENSMUSG00000004415,Col26a1,Col26a1,protein_coding,protein_coding
ENSMUSG00000004446,Bid,Bid,protein_coding,protein_coding
ENSMUSG00000004451,Ralb,Ralb,protein_coding,protein_coding
ENSMUSG00000004455,Ppp1cc,Ppp1cc,protein_coding,protein_coding
ENSMUSG00000004460,Dnajb11,Dnajb11,protein_coding,protein_coding
ENSMUSG00000004462,Tbccd1,Tbccd1,protein_coding,protein_coding
ENSMUSG00000004473,Clec11a,Clec11a,protein_coding,protein_coding
ENSMUSG00000004500,Zfp324,Zfp324,protein_coding,protein_coding
ENSMUSG00000004508,Gab2,Gab2,protein_coding,protein_coding
ENSMUSG00000004530,Coro1c,Coro1c,protein_coding,protein_coding
ENSMUSG00000004535,Tax1bp1,Tax1bp1,protein_coding,protein_coding
ENSMUSG00000004540,Psg17,Psg17,protein_coding,protein_coding
ENSMUSG00000004542,Psg19,Psg19,protein_coding,protein_coding
ENSMUSG00000004552,Ctse,Ctse,protein_coding,protein_coding
ENSMUSG00000004558,Ndrg2,Ndrg2,protein_coding,protein_coding
ENSMUSG00000004561,Mettl17,Mettl17,protein_coding,protein_coding
ENSMUSG00000004562,Arhgef40,Arhgef40,protein_coding,protein_coding
ENSMUSG00000004565,Pnpla6,Pnpla6,protein_coding,protein_coding
ENSMUSG00000004567,Mcoln1,Mcoln1,protein_coding,protein_coding
ENSMUSG00000004568,Arhgef18,Arhgef18,protein_coding,protein_coding
ENSMUSG00000004591,Pkn2,Pkn2,protein_coding,protein_coding
ENSMUSG00000004609,Cd33,Cd33,protein_coding,protein_coding
ENSMUSG00000004610,Etfb,Etfb,protein_coding,protein_coding
ENSMUSG00000004612,Nkg7,Nkg7,protein_coding,protein_coding
ENSMUSG00000004626,Stxbp2,Stxbp2,protein_coding,protein_coding
ENSMUSG00000004630,Pcp2,Pcp2,protein_coding,protein_coding
ENSMUSG00000004631,Sgce,Sgce,protein_coding,protein_coding
ENSMUSG00000004633,Chn2,Chn2,protein_coding,protein_coding
ENSMUSG00000004637,Wwox,Wwox,protein_coding,protein_coding
ENSMUSG00000004642,Slbp,Slbp,protein_coding,protein_coding
ENSMUSG00000004651,Tyr,Tyr,protein_coding,protein_coding
ENSMUSG00000004654,Ghrhr,Ghrhr,protein_coding,protein_coding
