Gene_Ensembl_ID,2020_Gene_Name,2024_Gene_Name,2020_Gene_Type,2024_Gene_Type
ENSG00000023445,BIRC3,BIRC3,protein_coding,protein_coding
ENSG00000023516,AKAP11,AKAP11,protein_coding,protein_coding
ENSG00000023572,GLRX2,GLRX2,protein_coding,protein_coding
ENSG00000023608,SNAPC1,SNAPC1,protein_coding,protein_coding
ENSG00000023697,DERA,DERA,protein_coding,protein_coding
ENSG00000023734,STRAP,STRAP,protein_coding,protein_coding
ENSG00000023839,ABCC2,ABCC2,protein_coding,protein_coding
ENSG00000023892,DEF6,DEF6,protein_coding,protein_coding
ENSG00000023902,PLEKHO1,PLEKHO1,protein_coding,protein_coding
ENSG00000023909,GCLM,GCLM,protein_coding,protein_coding
ENSG00000024048,UBR2,UBR2,protein_coding,protein_coding
ENSG00000024422,EHD2,EHD2,protein_coding,protein_coding
ENSG00000024526,DEPDC1,DEPDC1,protein_coding,protein_coding
ENSG00000024862,CCDC28A,CCDC28A,protein_coding,protein_coding
ENSG00000025039,RRAGD,RRAGD,protein_coding,protein_coding
ENSG00000025156,HSF2,HSF2,protein_coding,protein_coding
ENSG00000025293,PHF20,PHF20,protein_coding,protein_coding
ENSG00000025423,HSD17B6,HSD17B6,protein_coding,protein_coding
ENSG00000025434,NR1H3,NR1H3,protein_coding,protein_coding
ENSG00000025708,TYMP,TYMP,protein_coding,protein_coding
ENSG00000025770,NCAPH2,NCAPH2,protein_coding,protein_coding
ENSG00000025772,TOMM34,TOMM34,protein_coding,protein_coding
ENSG00000025796,SEC63,SEC63,protein_coding,protein_coding
ENSG00000025800,KPNA6,KPNA6,protein_coding,protein_coding
ENSG00000026025,VIM,VIM,protein_coding,protein_coding
ENSG00000026103,FAS,FAS,protein_coding,protein_coding
ENSG00000026297,RNASET2,RNASET2,protein_coding,protein_coding
ENSG00000026508,CD44,CD44,protein_coding,protein_coding
ENSG00000026559,KCNG1,KCNG1,protein_coding,protein_coding
ENSG00000026652,AGPAT4,AGPAT4,protein_coding,protein_coding
ENSG00000026751,SLAMF7,SLAMF7,protein_coding,protein_coding
ENSG00000026950,BTN3A1,BTN3A1,protein_coding,protein_coding
ENSG00000027001,MIPEP,MIPEP,protein_coding,protein_coding
ENSG00000027075,PRKCH,PRKCH,protein_coding,protein_coding
ENSG00000027644,INSRR,INSRR,protein_coding,protein_coding
ENSG00000027697,IFNGR1,IFNGR1,protein_coding,protein_coding
ENSG00000027847,B4GALT7,B4GALT7,protein_coding,protein_coding
ENSG00000027869,SH2D2A,SH2D2A,protein_coding,protein_coding
ENSG00000028116,VRK2,VRK2,protein_coding,protein_coding
ENSG00000028137,TNFRSF1B,TNFRSF1B,protein_coding,protein_coding
ENSG00000028203,VEZT,VEZT,protein_coding,protein_coding
ENSG00000028277,POU2F2,POU2F2,protein_coding,protein_coding
ENSG00000028310,BRD9,BRD9,protein_coding,protein_coding
ENSG00000028528,SNX1,SNX1,protein_coding,protein_coding
ENSG00000028839,TBPL1,TBPL1,protein_coding,protein_coding
ENSG00000029153,ARNTL2,BMAL2,protein_coding,protein_coding
ENSG00000029363,BCLAF1,BCLAF1,protein_coding,protein_coding
ENSG00000029364,SLC39A9,SLC39A9,protein_coding,protein_coding
ENSG00000029534,ANK1,ANK1,protein_coding,protein_coding
ENSG00000029559,IBSP,IBSP,protein_coding,protein_coding
ENSG00000029639,TFB1M,TFB1M,protein_coding,protein_coding
ENSG00000029725,RABEP1,RABEP1,protein_coding,protein_coding
ENSG00000029993,HMGB3,HMGB3,protein_coding,protein_coding
ENSG00000030066,NUP160,NUP160,protein_coding,protein_coding
ENSG00000030110,BAK1,BAK1,protein_coding,protein_coding
ENSG00000030304,MUSK,MUSK,protein_coding,protein_coding
ENSG00000030419,IKZF2,IKZF2,protein_coding,protein_coding
ENSG00000030582,GRN,GRN,protein_coding,protein_coding
ENSG00000031003,FAM13B,FAM13B,protein_coding,protein_coding
ENSG00000031081,ARHGAP31,ARHGAP31,protein_coding,protein_coding
ENSG00000031691,CENPQ,CENPQ,protein_coding,protein_coding
ENSG00000031698,SARS,SARS1,protein_coding,protein_coding
ENSG00000031823,RANBP3,RANBP3,protein_coding,protein_coding
ENSG00000032219,ARID4A,ARID4A,protein_coding,protein_coding
ENSG00000032389,EIPR1,EIPR1,protein_coding,protein_coding
ENSG00000032444,PNPLA6,PNPLA6,protein_coding,protein_coding
ENSG00000032742,IFT88,IFT88,protein_coding,protein_coding
ENSG00000033011,ALG1,ALG1,protein_coding,protein_coding
ENSG00000033030,ZCCHC8,ZCCHC8,protein_coding,protein_coding
ENSG00000033050,ABCF2,ABCF2,protein_coding,protein_coding
ENSG00000033100,CHPF2,CHPF2,protein_coding,protein_coding
ENSG00000033122,LRRC7,LRRC7,protein_coding,protein_coding
ENSG00000033170,FUT8,FUT8,protein_coding,protein_coding
ENSG00000033178,UBA6,UBA6,protein_coding,protein_coding
ENSG00000033327,GAB2,GAB2,protein_coding,protein_coding
ENSG00000033627,ATP6V0A1,ATP6V0A1,protein_coding,protein_coding
ENSG00000033800,PIAS1,PIAS1,protein_coding,protein_coding
ENSG00000033867,SLC4A7,SLC4A7,protein_coding,protein_coding
ENSG00000034053,APBA2,APBA2,protein_coding,protein_coding
ENSG00000034152,MAP2K3,MAP2K3,protein_coding,protein_coding
ENSG00000034239,EFCAB1,CLXN,protein_coding,protein_coding
ENSG00000034510,TMSB10,TMSB10,protein_coding,protein_coding
ENSG00000034533,ASTE1,ASTE1,protein_coding,protein_coding
ENSG00000034677,RNF19A,RNF19A,protein_coding,protein_coding
ENSG00000034693,PEX3,PEX3,protein_coding,protein_coding
ENSG00000034713,GABARAPL2,GABARAPL2,protein_coding,protein_coding
ENSG00000034971,MYOC,MYOC,protein_coding,protein_coding
ENSG00000035115,SH3YL1,SH3YL1,protein_coding,protein_coding
ENSG00000035141,FAM136A,FAM136A,protein_coding,protein_coding
ENSG00000035403,VCL,VCL,protein_coding,protein_coding
ENSG00000035499,DEPDC1B,DEPDC1B,protein_coding,protein_coding
ENSG00000035664,DAPK2,DAPK2,protein_coding,protein_coding
ENSG00000035681,NSMAF,NSMAF,protein_coding,protein_coding
ENSG00000035687,ADSS,ADSS2,protein_coding,protein_coding
ENSG00000035720,STAP1,STAP1,protein_coding,protein_coding
ENSG00000035862,TIMP2,TIMP2,protein_coding,protein_coding
ENSG00000035928,RFC1,RFC1,protein_coding,protein_coding
ENSG00000036054,TBC1D23,TBC1D23,protein_coding,protein_coding
ENSG00000036257,CUL3,CUL3,protein_coding,protein_coding
ENSG00000036448,MYOM2,MYOM2,protein_coding,protein_coding
ENSG00000036473,OTC,OTC,protein_coding,protein_coding
ENSG00000036530,CYP46A1,CYP46A1,protein_coding,protein_coding
ENSG00000036549,AC118549.1,ZZZ3,protein_coding,protein_coding
ENSG00000036565,SLC18A1,SLC18A1,protein_coding,protein_coding
ENSG00000036672,USP2,USP2,protein_coding,protein_coding
ENSG00000036828,CASR,CASR,protein_coding,protein_coding
ENSG00000037042,TUBG2,TUBG2,protein_coding,protein_coding
ENSG00000037241,RPL26L1,RPL26L1,protein_coding,protein_coding
ENSG00000037280,FLT4,FLT4,protein_coding,protein_coding
ENSG00000037474,NSUN2,NSUN2,protein_coding,protein_coding
ENSG00000037637,FBXO42,FBXO42,protein_coding,protein_coding
ENSG00000037749,MFAP3,MFAP3,protein_coding,protein_coding
ENSG00000037757,MRI1,MRI1,protein_coding,protein_coding
ENSG00000037897,METTL1,METTL1,protein_coding,protein_coding
ENSG00000037965,HOXC8,HOXC8,protein_coding,protein_coding
ENSG00000038002,AGA,AGA,protein_coding,protein_coding
ENSG00000038210,PI4K2B,PI4K2B,protein_coding,protein_coding
ENSG00000038219,BOD1L1,BOD1L1,protein_coding,protein_coding
ENSG00000038274,MAT2B,MAT2B,protein_coding,protein_coding
ENSG00000038295,TLL1,TLL1,protein_coding,protein_coding
ENSG00000038358,EDC4,EDC4,protein_coding,protein_coding
ENSG00000038382,TRIO,TRIO,protein_coding,protein_coding
ENSG00000038427,VCAN,VCAN,protein_coding,protein_coding
ENSG00000038532,CLEC16A,CLEC16A,protein_coding,protein_coding
ENSG00000038945,MSR1,MSR1,protein_coding,protein_coding
ENSG00000039068,CDH1,CDH1,protein_coding,protein_coding
ENSG00000039123,MTREX,MTREX,protein_coding,protein_coding
ENSG00000039139,DNAH5,DNAH5,protein_coding,protein_coding
ENSG00000039319,ZFYVE16,ZFYVE16,protein_coding,protein_coding
ENSG00000039523,RIPOR1,RIPOR1,protein_coding,protein_coding
ENSG00000039537,C6,C6,protein_coding,protein_coding
ENSG00000039560,RAI14,RAI14,protein_coding,protein_coding
ENSG00000039600,SOX30,SOX30,protein_coding,protein_coding
ENSG00000039650,PNKP,PNKP,protein_coding,protein_coding
ENSG00000039987,BEST2,BEST2,protein_coding,protein_coding
ENSG00000040199,PHLPP2,PHLPP2,protein_coding,protein_coding
ENSG00000040275,SPDL1,SPDL1,protein_coding,protein_coding
ENSG00000040341,STAU2,STAU2,protein_coding,protein_coding
ENSG00000040487,SLC66A1,SLC66A1,protein_coding,protein_coding
ENSG00000040531,CTNS,CTNS,protein_coding,protein_coding
ENSG00000040608,RTN4R,RTN4R,protein_coding,protein_coding
ENSG00000040633,PHF23,PHF23,protein_coding,protein_coding
ENSG00000040731,CDH10,CDH10,protein_coding,protein_coding
ENSG00000040933,INPP4A,INPP4A,protein_coding,protein_coding
ENSG00000041353,RAB27B,RAB27B,protein_coding,protein_coding
ENSG00000041357,PSMA4,PSMA4,protein_coding,protein_coding
ENSG00000041515,MYO16,MYO16,protein_coding,protein_coding
ENSG00000041802,LSG1,LSG1,protein_coding,protein_coding
ENSG00000041880,PARP3,PARP3,protein_coding,protein_coding
ENSG00000041982,TNC,TNC,protein_coding,protein_coding
ENSG00000041988,THAP3,THAP3,protein_coding,protein_coding
ENSG00000042062,RIPOR3,RIPOR3,protein_coding,protein_coding
ENSG00000042088,TDP1,TDP1,protein_coding,protein_coding
ENSG00000042286,AIFM2,AIFM2,protein_coding,protein_coding
ENSG00000042304,C2orf83,,protein_coding,
ENSG00000042317,SPATA7,SPATA7,protein_coding,protein_coding
ENSG00000042429,MED17,MED17,protein_coding,protein_coding
ENSG00000042445,RETSAT,RETSAT,protein_coding,protein_coding
ENSG00000042493,CAPG,CAPG,protein_coding,protein_coding
ENSG00000042753,AP2S1,AP2S1,protein_coding,protein_coding
ENSG00000042781,USH2A,USH2A,protein_coding,protein_coding
ENSG00000042813,ZPBP,ZPBP,protein_coding,protein_coding
ENSG00000042832,TG,TG,protein_coding,protein_coding
ENSG00000042980,ADAM28,ADAM28,protein_coding,protein_coding
ENSG00000043039,BARX2,BARX2,protein_coding,protein_coding
ENSG00000043093,DCUN1D1,DCUN1D1,protein_coding,protein_coding
ENSG00000043143,JADE2,JADE2,protein_coding,protein_coding
ENSG00000043355,ZIC2,ZIC2,protein_coding,protein_coding
ENSG00000043462,LCP2,LCP2,protein_coding,protein_coding
ENSG00000043514,TRIT1,TRIT1,protein_coding,protein_coding
ENSG00000043591,ADRB1,ADRB1,protein_coding,protein_coding
ENSG00000044012,GUCA2B,GUCA2B,protein_coding,protein_coding
ENSG00000044090,CUL7,CUL7,protein_coding,protein_coding
ENSG00000044115,CTNNA1,CTNNA1,protein_coding,protein_coding
ENSG00000044446,PHKA2,PHKA2,protein_coding,protein_coding
ENSG00000044459,CNTLN,CNTLN,protein_coding,protein_coding
ENSG00000044524,EPHA3,EPHA3,protein_coding,protein_coding
ENSG00000044574,HSPA5,HSPA5,protein_coding,protein_coding
ENSG00000046604,DSG2,DSG2,protein_coding,protein_coding
ENSG00000046647,GEMIN8,GEMIN8,protein_coding,protein_coding
ENSG00000046651,OFD1,OFD1,protein_coding,protein_coding
ENSG00000046653,GPM6B,GPM6B,protein_coding,protein_coding
ENSG00000046774,MAGEC2,MAGEC2,protein_coding,protein_coding
ENSG00000046889,PREX2,PREX2,protein_coding,protein_coding
ENSG00000047056,WDR37,WDR37,protein_coding,protein_coding
ENSG00000047188,YTHDC2,YTHDC2,protein_coding,protein_coding
ENSG00000047230,CTPS2,CTPS2,protein_coding,protein_coding
ENSG00000047249,ATP6V1H,ATP6V1H,protein_coding,protein_coding
ENSG00000047315,POLR2B,POLR2B,protein_coding,protein_coding
ENSG00000047346,FAM214A,ATOSA,protein_coding,protein_coding
ENSG00000047365,ARAP2,ARAP2,protein_coding,protein_coding
ENSG00000047410,TPR,TPR,protein_coding,protein_coding
ENSG00000047457,CP,CP,protein_coding,protein_coding
ENSG00000047578,KIAA0556,KATNIP,protein_coding,protein_coding
ENSG00000047579,DTNBP1,DTNBP1,protein_coding,protein_coding
ENSG00000047597,XK,XK,protein_coding,protein_coding
ENSG00000047617,ANO2,ANO2,protein_coding,protein_coding
ENSG00000047621,C12orf4,C12orf4,protein_coding,protein_coding
ENSG00000047634,SCML1,SCML1,protein_coding,protein_coding
ENSG00000047644,WWC3,WWC3,protein_coding,protein_coding
ENSG00000047648,ARHGAP6,ARHGAP6,protein_coding,protein_coding
ENSG00000047662,FAM184B,FAM184B,protein_coding,protein_coding
ENSG00000047849,MAP4,MAP4,protein_coding,protein_coding
ENSG00000047932,GOPC,GOPC,protein_coding,protein_coding
ENSG00000047936,ROS1,ROS1,protein_coding,protein_coding
ENSG00000048028,USP28,USP28,protein_coding,protein_coding
ENSG00000048052,HDAC9,HDAC9,protein_coding,protein_coding
ENSG00000048140,TSPAN17,TSPAN17,protein_coding,protein_coding
ENSG00000048162,NOP16,NOP16,protein_coding,protein_coding
ENSG00000048342,CC2D2A,CC2D2A,protein_coding,protein_coding
ENSG00000048392,RRM2B,RRM2B,protein_coding,protein_coding
ENSG00000048405,ZNF800,ZNF800,protein_coding,protein_coding
ENSG00000048462,TNFRSF17,TNFRSF17,protein_coding,protein_coding
ENSG00000048471,SNX29,SNX29,protein_coding,protein_coding
ENSG00000048540,LMO3,LMO3,protein_coding,protein_coding
ENSG00000048544,MRPS10,MRPS10,protein_coding,protein_coding
ENSG00000048545,GUCA1A,GUCA1A,protein_coding,protein_coding
ENSG00000048649,RSF1,RSF1,protein_coding,protein_coding
ENSG00000048707,VPS13D,VPS13D,protein_coding,protein_coding
ENSG00000048740,CELF2,CELF2,protein_coding,protein_coding
ENSG00000048828,FAM120A,FAM120A,protein_coding,protein_coding
ENSG00000048991,R3HDM1,R3HDM1,protein_coding,protein_coding
ENSG00000049089,COL9A2,COL9A2,protein_coding,protein_coding
ENSG00000049130,KITLG,KITLG,protein_coding,protein_coding
ENSG00000049167,ERCC8,ERCC8,protein_coding,protein_coding
ENSG00000049192,ADAMTS6,ADAMTS6,protein_coding,protein_coding
ENSG00000049239,H6PD,H6PD,protein_coding,protein_coding
ENSG00000049245,VAMP3,VAMP3,protein_coding,protein_coding
ENSG00000049246,PER3,PER3,protein_coding,protein_coding
ENSG00000049247,UTS2,UTS2,protein_coding,protein_coding
ENSG00000049249,TNFRSF9,TNFRSF9,protein_coding,protein_coding
ENSG00000049283,EPN3,EPN3,protein_coding,protein_coding
ENSG00000049323,LTBP1,LTBP1,protein_coding,protein_coding
ENSG00000049449,RCN1,RCN1,protein_coding,protein_coding
ENSG00000049540,ELN,ELN,protein_coding,protein_coding
ENSG00000049541,RFC2,RFC2,protein_coding,protein_coding
ENSG00000049618,ARID1B,ARID1B,protein_coding,protein_coding
ENSG00000049656,CLPTM1L,CLPTM1L,protein_coding,protein_coding
ENSG00000049759,NEDD4L,NEDD4L,protein_coding,protein_coding
ENSG00000049768,FOXP3,FOXP3,protein_coding,protein_coding
ENSG00000049769,PPP1R3F,PPP1R3F,protein_coding,protein_coding
ENSG00000049860,HEXB,HEXB,protein_coding,protein_coding
ENSG00000049883,PTCD2,PTCD2,protein_coding,protein_coding
ENSG00000050030,NEXMIF,NEXMIF,protein_coding,protein_coding
ENSG00000050130,JKAMP,JKAMP,protein_coding,protein_coding
ENSG00000050165,DKK3,DKK3,protein_coding,protein_coding
ENSG00000050327,ARHGEF5,ARHGEF5,protein_coding,protein_coding
ENSG00000050344,NFE2L3,NFE2L3,protein_coding,protein_coding
ENSG00000050393,MCUR1,MCUR1,protein_coding,protein_coding
ENSG00000050405,LIMA1,LIMA1,protein_coding,protein_coding
ENSG00000050426,LETMD1,LETMD1,protein_coding,protein_coding
ENSG00000050438,SLC4A8,SLC4A8,protein_coding,protein_coding
ENSG00000050555,LAMC3,LAMC3,protein_coding,protein_coding
ENSG00000050628,PTGER3,PTGER3,protein_coding,protein_coding
ENSG00000050730,TNIP3,TNIP3,protein_coding,protein_coding
ENSG00000050748,MAPK9,MAPK9,protein_coding,protein_coding
ENSG00000050767,COL23A1,COL23A1,protein_coding,protein_coding
ENSG00000050820,BCAR1,BCAR1,protein_coding,protein_coding
ENSG00000051009,FAM160A2,FHIP1B,protein_coding,protein_coding
ENSG00000051108,HERPUD1,HERPUD1,protein_coding,protein_coding
ENSG00000051128,HOMER3,HOMER3,protein_coding,protein_coding
ENSG00000051180,RAD51,RAD51,protein_coding,protein_coding
ENSG00000051341,POLQ,POLQ,protein_coding,protein_coding
ENSG00000051382,PIK3CB,PIK3CB,protein_coding,protein_coding
ENSG00000051523,CYBA,CYBA,protein_coding,protein_coding
ENSG00000051596,THOC3,THOC3,protein_coding,protein_coding
ENSG00000051620,HEBP2,HEBP2,protein_coding,protein_coding
ENSG00000051825,MPHOSPH9,MPHOSPH9,protein_coding,protein_coding
ENSG00000052126,PLEKHA5,PLEKHA5,protein_coding,protein_coding
ENSG00000052344,PRSS8,PRSS8,protein_coding,protein_coding
ENSG00000052723,SIKE1,SIKE1,protein_coding,protein_coding
ENSG00000052749,RRP12,RRP12,protein_coding,protein_coding
ENSG00000052795,FNIP2,FNIP2,protein_coding,protein_coding
ENSG00000052802,MSMO1,MSMO1,protein_coding,protein_coding
ENSG00000052841,TTC17,TTC17,protein_coding,protein_coding
ENSG00000052850,ALX4,ALX4,protein_coding,protein_coding
ENSG00000053108,FSTL4,FSTL4,protein_coding,protein_coding
ENSG00000053254,FOXN3,FOXN3,protein_coding,protein_coding
ENSG00000053328,METTL24,METTL24,protein_coding,protein_coding
ENSG00000053371,AKR7A2,AKR7A2,protein_coding,protein_coding
ENSG00000053372,MRTO4,MRTO4,protein_coding,protein_coding
ENSG00000053438,NNAT,NNAT,protein_coding,protein_coding
ENSG00000053501,USE1,USE1,protein_coding,protein_coding
ENSG00000053524,MCF2L2,MCF2L2,protein_coding,protein_coding
ENSG00000053702,NRIP2,NRIP2,protein_coding,protein_coding
ENSG00000053747,LAMA3,LAMA3,protein_coding,protein_coding
ENSG00000053770,AP5M1,AP5M1,protein_coding,protein_coding
ENSG00000053900,ANAPC4,ANAPC4,protein_coding,protein_coding
ENSG00000053918,KCNQ1,KCNQ1,protein_coding,protein_coding
ENSG00000054116,TRAPPC3,TRAPPC3,protein_coding,protein_coding
ENSG00000054118,THRAP3,THRAP3,protein_coding,protein_coding
ENSG00000054148,PHPT1,PHPT1,protein_coding,protein_coding
ENSG00000054179,ENTPD2,ENTPD2,protein_coding,protein_coding
ENSG00000054219,LY75,LY75,protein_coding,protein_coding
ENSG00000054267,ARID4B,ARID4B,protein_coding,protein_coding
ENSG00000054277,OPN3,OPN3,protein_coding,protein_coding
ENSG00000054282,SDCCAG8,SDCCAG8,protein_coding,protein_coding
ENSG00000054356,PTPRN,PTPRN,protein_coding,protein_coding
ENSG00000054392,HHAT,HHAT,protein_coding,protein_coding
ENSG00000054523,KIF1B,KIF1B,protein_coding,protein_coding
ENSG00000054598,FOXC1,FOXC1,protein_coding,protein_coding
ENSG00000054611,TBC1D22A,TBC1D22A,protein_coding,protein_coding
ENSG00000054654,SYNE2,SYNE2,protein_coding,protein_coding
ENSG00000054690,PLEKHH1,PLEKHH1,protein_coding,protein_coding
ENSG00000054793,ATP9A,ATP9A,protein_coding,protein_coding
ENSG00000054796,SPO11,SPO11,protein_coding,protein_coding
ENSG00000054803,CBLN4,CBLN4,protein_coding,protein_coding
ENSG00000054938,CHRDL2,CHRDL2,protein_coding,protein_coding
ENSG00000054965,FAM168A,FAM168A,protein_coding,protein_coding
ENSG00000054967,RELT,RELT,protein_coding,protein_coding
ENSG00000054983,GALC,GALC,protein_coding,protein_coding
ENSG00000055044,NOP58,NOP58,protein_coding,protein_coding
ENSG00000055070,SZRD1,SZRD1,protein_coding,protein_coding
ENSG00000055118,KCNH2,KCNH2,protein_coding,protein_coding
ENSG00000055130,CUL1,CUL1,protein_coding,protein_coding
ENSG00000055147,FAM114A2,FAM114A2,protein_coding,protein_coding
ENSG00000055163,CYFIP2,CYFIP2,protein_coding,protein_coding
ENSG00000055208,TAB2,TAB2,protein_coding,protein_coding
ENSG00000055211,GINM1,GINM1,protein_coding,protein_coding
ENSG00000055332,EIF2AK2,EIF2AK2,protein_coding,protein_coding
ENSG00000055483,USP36,USP36,protein_coding,protein_coding
ENSG00000055609,KMT2C,KMT2C,protein_coding,protein_coding
ENSG00000055732,MCOLN3,MCOLN3,protein_coding,protein_coding
ENSG00000055813,CCDC85A,CCDC85A,protein_coding,protein_coding
ENSG00000055917,PUM2,PUM2,protein_coding,protein_coding
ENSG00000055950,MRPL43,MRPL43,protein_coding,protein_coding
ENSG00000055955,ITIH4,ITIH4,protein_coding,protein_coding
ENSG00000055957,ITIH1,ITIH1,protein_coding,protein_coding
ENSG00000056050,HPF1,HPF1,protein_coding,protein_coding
ENSG00000056097,ZFR,ZFR,protein_coding,protein_coding
ENSG00000056277,ZNF280C,ZNF280C,protein_coding,protein_coding
ENSG00000056291,NPFFR2,NPFFR2,protein_coding,protein_coding
ENSG00000056487,PHF21B,PHF21B,protein_coding,protein_coding
ENSG00000056558,TRAF1,TRAF1,protein_coding,protein_coding
ENSG00000056586,RC3H2,RC3H2,protein_coding,protein_coding
ENSG00000056736,IL17RB,IL17RB,protein_coding,protein_coding
ENSG00000056972,TRAF3IP2,TRAF3IP2,protein_coding,protein_coding
ENSG00000056998,GYG2,GYG2,protein_coding,protein_coding
ENSG00000057019,DCBLD2,DCBLD2,protein_coding,protein_coding
ENSG00000057149,SERPINB3,SERPINB3,protein_coding,protein_coding
ENSG00000057252,SOAT1,SOAT1,protein_coding,protein_coding
ENSG00000057294,PKP2,PKP2,protein_coding,protein_coding
ENSG00000057468,MSH4,MSH4,protein_coding,protein_coding
ENSG00000057593,F7,F7,protein_coding,protein_coding
ENSG00000057608,GDI2,GDI2,protein_coding,protein_coding
